6,14.66615,0,-58.838,-47.945,0,3,-93
6,14.67029,0.004131946,-59.133,-48.149,0,3,-93
6,14.67445,0.008298612,-59.609,-48.261,0,3,-93
6,14.67862,0.01246528,-60.053,-48.428,0,3,-93
6,14.68279,0.01663195,-60.495,-48.588,0,3,-93
6,14.68695,0.02079861,-60.714,-48.681,0,3,-93
6,14.69112,0.02496528,-60.925,-48.754,0,3,-93
6,14.69529,0.02913194,-61.177,-48.89,0,3,-93
6,14.69945,0.03329861,-61.648,-49.025,0,3,-93
6,14.70362,0.03746528,-62.036,-49.131,0,3,-93
6,14.70779,0.04163195,-62.352,-49.249,0,3,-93
6,14.71195,0.04579861,-62.545,-49.369,0,3,-93
6,14.71612,0.04996528,-62.691,-49.455,0,3,-93
6,14.72029,0.05413195,-62.804,-49.574,0,3,-93
6,14.72445,0.05829861,-62.917,-49.621,0,3,-93
6,14.72862,0.06246528,-62.953,-49.671,0,3,-93
6,14.73279,0.06663194,-63.267,-49.772,0,3,-93
6,14.73695,0.07079861,-63.467,-49.862,0,3,-93
6,14.74112,0.07496528,-63.535,-49.977,0,3,-93
6,14.74529,0.07913195,-63.628,-50.018,0,3,-93
6,14.74945,0.08329861,-63.74,-50.123,0,3,-93
6,14.75362,0.08746528,-63.822,-50.246,0,3,-93
6,14.75779,0.09163195,-63.911,-50.328,0,3,-93
6,14.76195,0.09579861,-64.062,-50.451,0,3,-93
6,14.76612,0.09996528,-64.119,-50.564,0,3,-93
6,14.77029,0.1041319,-64.213,-50.658,0,3,-93
6,14.77445,0.1082986,-64.312,-50.788,0,3,-93
6,14.77862,0.1124653,-64.381,-50.87,0,3,-93
6,14.78279,0.1166319,-64.522,-50.962,0,3,-93
6,14.78695,0.1207986,-64.822,-51.162,0,3,-93
6,14.79112,0.1249653,-64.795,-51.269,0,3,-93
6,14.79529,0.1291319,-64.847,-51.36,0,3,-93
6,14.79945,0.1332986,-65.072,-51.445,0,3,-93
6,14.80362,0.1374653,-65.136,-51.534,0,3,-93
6,14.80779,0.1416319,-65.146,-51.605,0,3,-93
6,14.81195,0.1457986,-65.173,-51.677,0,3,-93
6,14.81612,0.1499653,-65.329,-51.788,0,3,-93
6,14.82029,0.1541319,-65.417,-51.905,0,3,-93
6,14.82445,0.1582986,-65.487,-52.021,0,3,-93
6,14.82862,0.1624653,-65.62,-52.192,0,3,-93
6,14.83279,0.1666319,-65.72,-52.317,0,3,-93
6,14.83695,0.1707986,-65.863,-52.42,0,3,-93
6,14.84112,0.1749653,-65.931,-52.495,0,3,-93
6,14.84529,0.1791319,-65.947,-52.608,0,3,-93
6,14.84945,0.1832986,-66.016,-52.756,0,3,-93
6,14.85362,0.1874653,-66.185,-52.862,0,3,-93
6,14.85779,0.1916319,-66.191,-53,0,3,-93
6,14.86195,0.1957986,-66.294,-53.033,0,3,-93
6,14.86612,0.1999653,-66.429,-53.197,0,3,-93
6,14.87029,0.2041319,-66.558,-53.277,0,3,-93
6,14.87445,0.2082986,-66.631,-53.384,0,3,-93
6,14.87862,0.2124653,-66.661,-53.506,0,3,-93
6,14.88279,0.2166319,-66.73,-53.638,0,3,-93
6,14.88695,0.2207986,-66.83,-53.749,0,3,-93
6,14.89112,0.2249653,-66.915,-53.885,0,3,-93
6,14.89529,0.2291319,-66.987,-53.97,0,3,-93
6,14.89945,0.2332986,-67.104,-54.102,0,3,-93
6,14.90362,0.2374653,-67.246,-54.226,0,3,-93
6,14.90779,0.2416319,-67.294,-54.297,0,3,-93
6,14.91195,0.2457986,-67.32,-54.413,0,3,-93
6,14.91612,0.2499653,-67.432,-54.538,0,3,-93
